id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|dispersion_upper_limit_raw|dispersion_lower_limit_raw
1927480759|NCT01115855|258432032|837835217|OG000|Month 5 (n=104, 106) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|76|76.0||||||||
1927480760|NCT01115855|258432032|837835218|OG001|Month 5 (n=104, 106) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|83|83.0||||||||
1927480761|NCT01115855|258432032|837835217|OG000|Month 5 (n=104, 106) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|4|4.0||||||||
1927480762|NCT01115855|258432032|837835218|OG001|Month 5 (n=104, 106) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|1|1.0||||||||
1927480763|NCT01115855|258432032|837835217|OG000|Month 9 (n=99, 105) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|27|27.0||||||||
1927480764|NCT01115855|258432032|837835218|OG001|Month 9 (n=99, 105) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|20|20.0||||||||
1927480765|NCT01115855|258432032|837835217|OG000|Month 9 (n=99, 105) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|71|71.0||||||||
1927480766|NCT01115855|258432032|837835218|OG001|Month 9 (n=99, 105) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|81|81.0||||||||
1927480767|NCT01115855|258432032|837835217|OG000|Month 9 (n=99, 105) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|1|1.0||||||||
1927480768|NCT01115855|258432032|837835218|OG001|Month 9 (n=99, 105) : Worse||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|4|4.0||||||||
1927480769|NCT01115855|258432032|837835217|OG000|Month 13 (n=94, 102) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|31|31.0||||||||
1927480770|NCT01115855|258432032|837835218|OG001|Month 13 (n=94, 102) : Improved||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|19|19.0||||||||
1927480771|NCT01115855|258432032|837835217|OG000|Month 13 (n=94, 102) : Unchanged||Number of Participants With Change From Baseline in New York Heart Association (NYHA) Classification at Weeks 1, 4, Months 2, 3, 4, 5, 9, 13, 17 21, 25, 29, 33, 37, 42, 48 and Final Visit|NYHA: classified as 'class I' (participants with cardiac disease but without resulting limitations of physical activity), 'class II' (participants with cardiac disease resulting in slight limitation of physical activity), 'class III' (participants with cardiac disease resulting in marked limitation of physical activity), 'class IV' (participants with cardiac disease resulting in inability to carry on any physical activity without discomfort). Participants with change from baseline were classified as 'improved' (positive change), 'no change' or 'worsened' (negative change).|participants|NUMBER|62|62.0||||||||
